Year,Units,Manufacturing category,Manufacturing subcategory,Manufacturing description,Value
2010,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,140.4090217
2010,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,23.16780726
2010,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,98.27994168
2010,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,18.738199
2010,Per capita (£m),Other manufacturing and repair,,,233.36706
2010,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,55.70471403
2010,Per capita (£m),Other manufacturing and repair,Other manufacturing,,82.44170205
2010,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,96.3838144
2010,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,5.752117209
2010,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,34.59237247
2010,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,58.57280571
2011,Per capita (£m),,,,2665.019096
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,425.9138407
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,324.1363291
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,50.28039776
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",50.23299323
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,4.503429717
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,17.69768871
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",23.52844508
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,68.6575513
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,96.56301404
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,15.12204295
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,84.33264702
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,71.01197596
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,14.79021128
2011,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,17.09723142
2011,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,111.9220796
2011,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,57.53328983
2011,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,45.57154844
2011,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,9.939148394
2011,Per capita (£m),"Manufacture of wood and paper products, and printing",,,189.4126738
2011,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,37.62339002
2011,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,64.91259396
2011,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,87.5403531
2011,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,58.79741045
2011,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,58.79741045
2011,Per capita (£m),Manufacture of chemicals and chemical products,,,174.733073
2011,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,174.733073
2011,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",23.27562096
2011,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,47.3255158
2011,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",14.64799771
2011,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",25.85126673
2011,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",39.93041016
2011,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,25.02958832
2011,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,216.243634
2011,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,216.243634
2011,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,211.9614254
2011,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,131.6581628
2011,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,80.68249872
2011,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",39.94621167
2011,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",41.4315534
2011,Per capita (£m),Manufacture of basic metals and metal products,,,319.869922
2011,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,65.07060904
2011,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,28.79034717
2011,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,37.13354328
2011,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,255.92122
2011,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",221.6793526
2011,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,34.98453822
2011,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,122.5406928
